City,Bureau of Meteorology station number,Year,Month,Day,Date,Latitude,Longitude,Maximum temperature (Degree C),Minimum temperature (Degree C),Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres)
Adelaide,23000,2019,11,24,2019-11-24 00:00:00 UTC,-34.92,138.6,27.5,9,30.8,0
Perth,9225,2019,11,24,2019-11-24 00:00:00 UTC,-31.96,115.79,28.1,16.1,27.6,0
Sydney,66214,2019,11,24,2019-11-24 00:00:00 UTC,-33.86,151.21,25.2,18.5,17.1,0.6
Brisbane,40913,2019,11,24,2019-11-24 00:00:00 UTC,-27.48,153.04,29.9,20.7,28.4,0
Melbourne,86338,2019,11,24,2019-11-24 00:00:00 UTC,-37.83,144.98,23.7,11.9,30.6,0
Adelaide,23000,2019,11,23,2019-11-23 00:00:00 UTC,-34.92,138.6,21.9,10.5,27.2,0
Perth,9225,2019,11,23,2019-11-23 00:00:00 UTC,-31.96,115.79,30.2,16.4,30.8,0
Sydney,66214,2019,11,23,2019-11-23 00:00:00 UTC,-33.86,151.21,22,18.4,9.1,7.2
Brisbane,40913,2019,11,23,2019-11-23 00:00:00 UTC,-27.48,153.04,30,20.8,29.7,0
Melbourne,86338,2019,11,23,2019-11-23 00:00:00 UTC,-37.83,144.98,23.8,10.1,24.6,0
Adelaide,23000,2019,11,22,2019-11-22 00:00:00 UTC,-34.92,138.6,21.8,10.2,30.1,0
Perth,9225,2019,11,22,2019-11-22 00:00:00 UTC,-31.96,115.79,26.2,12.7,27.4,0
Sydney,66214,2019,11,22,2019-11-22 00:00:00 UTC,-33.86,151.21,25.2,19.8,21.3,0
Brisbane,40913,2019,11,22,2019-11-22 00:00:00 UTC,-27.48,153.04,30.3,19.7,29.7,0
Melbourne,86338,2019,11,22,2019-11-22 00:00:00 UTC,-37.83,144.98,20,13.6,28.3,0
Adelaide,23000,2019,11,21,2019-11-21 00:00:00 UTC,-34.92,138.6,21.9,16.9,22.6,0
Perth,9225,2019,11,21,2019-11-21 00:00:00 UTC,-31.96,115.79,23.8,8.8,30.6,0
Sydney,66214,2019,11,21,2019-11-21 00:00:00 UTC,-33.86,151.21,28.5,16.3,29.1,0
Brisbane,40913,2019,11,21,2019-11-21 00:00:00 UTC,-27.48,153.04,29.3,22.9,26.8,0
Melbourne,86338,2019,11,21,2019-11-21 00:00:00 UTC,-37.83,144.98,40.9,14,18.8,0
Adelaide,23000,2019,11,20,2019-11-20 00:00:00 UTC,-34.92,138.6,41.6,21.2,30.1,0
Perth,9225,2019,11,20,2019-11-20 00:00:00 UTC,-31.96,115.79,20.8,15.7,28.1,0.2
Sydney,66214,2019,11,20,2019-11-20 00:00:00 UTC,-33.86,151.21,26.4,17.8,17.4,0
Brisbane,40913,2019,11,20,2019-11-20 00:00:00 UTC,-27.48,153.04,32,20,29.6,0
Melbourne,86338,2019,11,20,2019-11-20 00:00:00 UTC,-37.83,144.98,34.7,9.4,30.1,0
Adelaide,23000,2019,11,19,2019-11-19 00:00:00 UTC,-34.92,138.6,34,14.2,30,0
Perth,9225,2019,11,19,2019-11-19 00:00:00 UTC,-31.96,115.79,25.4,17.6,22.3,0.2
Sydney,66214,2019,11,19,2019-11-19 00:00:00 UTC,-33.86,151.21,32.3,16.2,29.8,0
Brisbane,40913,2019,11,19,2019-11-19 00:00:00 UTC,-27.48,153.04,31.9,19.6,28.5,0
Melbourne,86338,2019,11,19,2019-11-19 00:00:00 UTC,-37.83,144.98,18.6,11.4,27.9,0
Adelaide,23000,2019,11,18,2019-11-18 00:00:00 UTC,-34.92,138.6,32.6,11.4,30.1,0
Perth,9225,2019,11,18,2019-11-18 00:00:00 UTC,-31.96,115.79,32,17.5,28.2,0
Sydney,66214,2019,11,18,2019-11-18 00:00:00 UTC,-33.86,151.21,25.8,15.5,27.7,0
Brisbane,40913,2019,11,18,2019-11-18 00:00:00 UTC,-27.48,153.04,28.2,20.3,27.5,0
Melbourne,86338,2019,11,18,2019-11-18 00:00:00 UTC,-37.83,144.98,26.9,8.5,29.9,0
Adelaide,23000,2019,11,17,2019-11-17 00:00:00 UTC,-34.92,138.6,21.6,8.2,29.1,0
Perth,9225,2019,11,17,2019-11-17 00:00:00 UTC,-31.96,115.79,28.6,17.1,29.8,0
Sydney,66214,2019,11,17,2019-11-17 00:00:00 UTC,-33.86,151.21,23.1,18,15.2,0
Brisbane,40913,2019,11,17,2019-11-17 00:00:00 UTC,-27.48,153.04,30.5,21.2,24.6,0
Melbourne,86338,2019,11,17,2019-11-17 00:00:00 UTC,-37.83,144.98,16.2,10.8,24.1,0
Adelaide,23000,2019,11,16,2019-11-16 00:00:00 UTC,-34.92,138.6,19.2,7.4,28.8,0
Perth,9225,2019,11,16,2019-11-16 00:00:00 UTC,-31.96,115.79,40.4,19.1,30.1,0
Sydney,66214,2019,11,16,2019-11-16 00:00:00 UTC,-33.86,151.21,24.4,17,21.8,0
Brisbane,40913,2019,11,16,2019-11-16 00:00:00 UTC,-27.48,153.04,34.7,19.2,28.7,0
Melbourne,86338,2019,11,16,2019-11-16 00:00:00 UTC,-37.83,144.98,17.2,9.2,23.9,0
Adelaide,23000,2019,11,15,2019-11-15 00:00:00 UTC,-34.92,138.6,19.3,13.8,16.5,0
Perth,9225,2019,11,15,2019-11-15 00:00:00 UTC,-31.96,115.79,38.4,19.8,29.8,0
Sydney,66214,2019,11,15,2019-11-15 00:00:00 UTC,-33.86,151.21,31.5,15.3,29.1,0
Brisbane,40913,2019,11,15,2019-11-15 00:00:00 UTC,-27.48,153.04,31.6,21.3,29.1,0
Melbourne,86338,2019,11,15,2019-11-15 00:00:00 UTC,-37.83,144.98,18.5,13,12.4,0
Adelaide,23000,2019,11,14,2019-11-14 00:00:00 UTC,-34.92,138.6,19.6,12.7,23.6,0.2
Perth,9225,2019,11,14,2019-11-14 00:00:00 UTC,-31.96,115.79,37.7,16.4,29.9,0
Sydney,66214,2019,11,14,2019-11-14 00:00:00 UTC,-33.86,151.21,25.5,14.8,29.1,0
Brisbane,40913,2019,11,14,2019-11-14 00:00:00 UTC,-27.48,153.04,29.8,18.4,29.6,0
Melbourne,86338,2019,11,14,2019-11-14 00:00:00 UTC,-37.83,144.98,22.4,12.1,19.7,0.8
Adelaide,23000,2019,11,13,2019-11-13 00:00:00 UTC,-34.92,138.6,19.5,12.5,26.8,0
Perth,9225,2019,11,13,2019-11-13 00:00:00 UTC,-31.96,115.79,35.7,16.2,29.8,0
Sydney,66214,2019,11,13,2019-11-13 00:00:00 UTC,-33.86,151.21,24.1,14.2,29.6,0
Brisbane,40913,2019,11,13,2019-11-13 00:00:00 UTC,-27.48,153.04,33.8,19.1,29.4,0
Melbourne,86338,2019,11,13,2019-11-13 00:00:00 UTC,-37.83,144.98,17.3,9.1,12,1.6
Adelaide,23000,2019,11,12,2019-11-12 00:00:00 UTC,-34.92,138.6,17.7,12.9,20.8,0
Perth,9225,2019,11,12,2019-11-12 00:00:00 UTC,-31.96,115.79,30.3,13.5,29.7,0
Sydney,66214,2019,11,12,2019-11-12 00:00:00 UTC,-33.86,151.21,36.2,16.6,26.1,0
Brisbane,40913,2019,11,12,2019-11-12 00:00:00 UTC,-27.48,153.04,30.8,17.7,29.7,0
Melbourne,86338,2019,11,12,2019-11-12 00:00:00 UTC,-37.83,144.98,17.4,11.5,12.7,0.6
Adelaide,23000,2019,11,11,2019-11-11 00:00:00 UTC,-34.92,138.6,32.6,13.1,23.8,0
Perth,9225,2019,11,11,2019-11-11 00:00:00 UTC,-31.96,115.79,29.7,15.2,29.3,0
Sydney,66214,2019,11,11,2019-11-11 00:00:00 UTC,-33.86,151.21,26.6,14.4,28.8,0
Brisbane,40913,2019,11,11,2019-11-11 00:00:00 UTC,-27.48,153.04,27.7,17.6,25,0
Melbourne,86338,2019,11,11,2019-11-11 00:00:00 UTC,-37.83,144.98,29.6,10,27.4,0
Adelaide,23000,2019,11,10,2019-11-10 00:00:00 UTC,-34.92,138.6,23.5,12.9,28.2,0
Perth,9225,2019,11,10,2019-11-10 00:00:00 UTC,-31.96,115.79,24,19.4,21.9,0
Sydney,66214,2019,11,10,2019-11-10 00:00:00 UTC,-33.86,151.21,25.6,14,28,0
Brisbane,40913,2019,11,10,2019-11-10 00:00:00 UTC,-27.48,153.04,33.3,15.8,28.8,0
Melbourne,86338,2019,11,10,2019-11-10 00:00:00 UTC,-37.83,144.98,18.1,10.8,13.5,0.2
Adelaide,23000,2019,11,9,2019-11-09 00:00:00 UTC,-34.92,138.6,17.5,9.3,25.2,0.8
Perth,9225,2019,11,9,2019-11-09 00:00:00 UTC,-31.96,115.79,39.1,19.9,26.9,0
Sydney,66214,2019,11,9,2019-11-09 00:00:00 UTC,-33.86,151.21,21,12.7,28.4,0
Brisbane,40913,2019,11,9,2019-11-09 00:00:00 UTC,-27.48,153.04,31.5,20.8,28.4,0
Melbourne,86338,2019,11,9,2019-11-09 00:00:00 UTC,-37.83,144.98,14.2,7.6,9.8,6.4
Adelaide,23000,2019,11,8,2019-11-08 00:00:00 UTC,-34.92,138.6,17,11.1,25.5,4
Perth,9225,2019,11,8,2019-11-08 00:00:00 UTC,-31.96,115.79,32.4,15,29.3,0
Sydney,66214,2019,11,8,2019-11-08 00:00:00 UTC,-33.86,151.21,30.5,18.3,28.1,0
Brisbane,40913,2019,11,8,2019-11-08 00:00:00 UTC,-27.48,153.04,34.5,15.6,29.4,0
Melbourne,86338,2019,11,8,2019-11-08 00:00:00 UTC,-37.83,144.98,15,10.3,16.1,6.8
Adelaide,23000,2019,11,7,2019-11-07 00:00:00 UTC,-34.92,138.6,19.7,12.3,17.2,0
Perth,9225,2019,11,7,2019-11-07 00:00:00 UTC,-31.96,115.79,26.5,13.8,29,0
Sydney,66214,2019,11,7,2019-11-07 00:00:00 UTC,-33.86,151.21,31.1,17.5,28.5,0
Brisbane,40913,2019,11,7,2019-11-07 00:00:00 UTC,-27.48,153.04,34.8,15.1,29.3,0
Melbourne,86338,2019,11,7,2019-11-07 00:00:00 UTC,-37.83,144.98,17.7,11.5,8.3,0
Adelaide,23000,2019,11,6,2019-11-06 00:00:00 UTC,-34.92,138.6,20.4,12.2,25.7,0
Perth,9225,2019,11,6,2019-11-06 00:00:00 UTC,-31.96,115.79,24.6,10.9,28.8,0
Sydney,66214,2019,11,6,2019-11-06 00:00:00 UTC,-33.86,151.21,27.9,11.5,28.7,0
Brisbane,40913,2019,11,6,2019-11-06 00:00:00 UTC,-27.48,153.04,29.7,15.5,29.1,0
Melbourne,86338,2019,11,6,2019-11-06 00:00:00 UTC,-37.83,144.98,24.1,10.5,19.9,0
Adelaide,23000,2019,11,5,2019-11-05 00:00:00 UTC,-34.92,138.6,23.4,9.4,27.5,0
Perth,9225,2019,11,5,2019-11-05 00:00:00 UTC,-31.96,115.79,24.6,9.6,28.9,0
Sydney,66214,2019,11,5,2019-11-05 00:00:00 UTC,-33.86,151.21,20,14.7,21.7,0.2
Brisbane,40913,2019,11,5,2019-11-05 00:00:00 UTC,-27.48,153.04,29.2,21,28.2,0.4
Melbourne,86338,2019,11,5,2019-11-05 00:00:00 UTC,-37.83,144.98,19.6,7.7,27.4,10.2
Adelaide,23000,2019,11,4,2019-11-04 00:00:00 UTC,-34.92,138.6,18.7,12.6,25.6,1
Perth,9225,2019,11,4,2019-11-04 00:00:00 UTC,-31.96,115.79,26.3,9.4,28.7,0
Sydney,66214,2019,11,4,2019-11-04 00:00:00 UTC,-33.86,151.21,25.2,16.1,26.6,18.2
Brisbane,40913,2019,11,4,2019-11-04 00:00:00 UTC,-27.48,153.04,30.9,20.8,22.5,0.4
Melbourne,86338,2019,11,4,2019-11-04 00:00:00 UTC,-37.83,144.98,16.2,9.5,11.2,1.2
Adelaide,23000,2019,11,3,2019-11-03 00:00:00 UTC,-34.92,138.6,19.6,13.1,23.7,5.8
Perth,9225,2019,11,3,2019-11-03 00:00:00 UTC,-31.96,115.79,22.5,12.6,22.5,0
Sydney,66214,2019,11,3,2019-11-03 00:00:00 UTC,-33.86,151.21,28.5,17.8,15.6,0
Brisbane,40913,2019,11,3,2019-11-03 00:00:00 UTC,-27.48,153.04,27.3,18.5,25.2,1.8
Melbourne,86338,2019,11,3,2019-11-03 00:00:00 UTC,-37.83,144.98,20.7,12.8,7.8,12.4
Adelaide,23000,2019,11,2,2019-11-02 00:00:00 UTC,-34.92,138.6,23.3,15.7,21.1,10.4
Perth,9225,2019,11,2,2019-11-02 00:00:00 UTC,-31.96,115.79,21.2,12.4,26.7,13
Sydney,66214,2019,11,2,2019-11-02 00:00:00 UTC,-33.86,151.21,27.9,17.6,25,0
Brisbane,40913,2019,11,2,2019-11-02 00:00:00 UTC,-27.48,153.04,26,17.6,19.4,7
Melbourne,86338,2019,11,2,2019-11-02 00:00:00 UTC,-37.83,144.98,18.9,15.8,2.2,4.2
Adelaide,23000,2019,11,1,2019-11-01 00:00:00 UTC,-34.92,138.6,29.6,25.2,13.1,0
Perth,9225,2019,11,1,2019-11-01 00:00:00 UTC,-31.96,115.79,19.6,10.9,20.2,5
Sydney,66214,2019,11,1,2019-11-01 00:00:00 UTC,-33.86,151.21,26.9,17.3,27.2,0
Brisbane,40913,2019,11,1,2019-11-01 00:00:00 UTC,-27.48,153.04,24.7,17.6,13.1,0
Melbourne,86338,2019,11,1,2019-11-01 00:00:00 UTC,-37.83,144.98,34.3,20,22.8,0
Adelaide,23000,2019,10,31,2019-10-31 00:00:00 UTC,-34.92,138.6,37.2,23.6,27.3,0
Perth,9225,2019,10,31,2019-10-31 00:00:00 UTC,-31.96,115.79,17.9,11.2,20.9,9
Sydney,66214,2019,10,31,2019-10-31 00:00:00 UTC,-33.86,151.21,26.5,17.4,25.8,0
Brisbane,40913,2019,10,31,2019-10-31 00:00:00 UTC,-27.48,153.04,26.7,15.6,26.4,0
Melbourne,86338,2019,10,31,2019-10-31 00:00:00 UTC,-37.83,144.98,33.7,14.2,25.5,0
Adelaide,23000,2019,10,30,2019-10-30 00:00:00 UTC,-34.92,138.6,35.5,14.8,27.2,0
Perth,9225,2019,10,30,2019-10-30 00:00:00 UTC,-31.96,115.79,22,13.9,12.9,0
Sydney,66214,2019,10,30,2019-10-30 00:00:00 UTC,-33.86,151.21,26.3,16.1,22.4,0
Brisbane,40913,2019,10,30,2019-10-30 00:00:00 UTC,-27.48,153.04,24.7,16.1,14,0
Melbourne,86338,2019,10,30,2019-10-30 00:00:00 UTC,-37.83,144.98,25.1,13.8,27.2,0
Adelaide,23000,2019,10,29,2019-10-29 00:00:00 UTC,-34.92,138.6,32.7,14.2,27.5,0
Perth,9225,2019,10,29,2019-10-29 00:00:00 UTC,-31.96,115.79,26.8,13.8,24.3,0
Sydney,66214,2019,10,29,2019-10-29 00:00:00 UTC,-33.86,151.21,26,13.4,27.2,0
Brisbane,40913,2019,10,29,2019-10-29 00:00:00 UTC,-27.48,153.04,26.2,18.5,26.9,0
Melbourne,86338,2019,10,29,2019-10-29 00:00:00 UTC,-37.83,144.98,30.5,9.7,27,0
Adelaide,23000,2019,10,28,2019-10-28 00:00:00 UTC,-34.92,138.6,25.4,8.1,27.4,0
Perth,9225,2019,10,28,2019-10-28 00:00:00 UTC,-31.96,115.79,22.7,16.7,24.2,0
Sydney,66214,2019,10,28,2019-10-28 00:00:00 UTC,-33.86,151.21,22.5,13,22.9,0
Brisbane,40913,2019,10,28,2019-10-28 00:00:00 UTC,-27.48,153.04,27.4,20.3,20.1,0
Melbourne,86338,2019,10,28,2019-10-28 00:00:00 UTC,-37.83,144.98,21.6,8.7,26.3,1.4
Adelaide,23000,2019,10,27,2019-10-27 00:00:00 UTC,-34.92,138.6,19.5,12,22.1,0
Perth,9225,2019,10,27,2019-10-27 00:00:00 UTC,-31.96,115.79,36.5,15.8,27.6,0
Sydney,66214,2019,10,27,2019-10-27 00:00:00 UTC,-33.86,151.21,24.2,15.5,27.2,0
Brisbane,40913,2019,10,27,2019-10-27 00:00:00 UTC,-27.48,153.04,29.6,18.1,27.9,0
Melbourne,86338,2019,10,27,2019-10-27 00:00:00 UTC,-37.83,144.98,17,10.3,10.1,1.2
Adelaide,23000,2019,10,26,2019-10-26 00:00:00 UTC,-34.92,138.6,18.4,11.7,24.8,1.8
Perth,9225,2019,10,26,2019-10-26 00:00:00 UTC,-31.96,115.79,28.9,12.1,27.3,0
Sydney,66214,2019,10,26,2019-10-26 00:00:00 UTC,-33.86,151.21,31.1,22.9,24,0
Brisbane,40913,2019,10,26,2019-10-26 00:00:00 UTC,-27.48,153.04,27.6,16.5,27.9,0
Melbourne,86338,2019,10,26,2019-10-26 00:00:00 UTC,-37.83,144.98,15.5,9.6,17.2,3.8
Adelaide,23000,2019,10,25,2019-10-25 00:00:00 UTC,-34.92,138.6,19.7,14.4,17.2,0
Perth,9225,2019,10,25,2019-10-25 00:00:00 UTC,-31.96,115.79,23.4,11.3,25.8,0
Sydney,66214,2019,10,25,2019-10-25 00:00:00 UTC,-33.86,151.21,36.7,17.1,23.2,0
Brisbane,40913,2019,10,25,2019-10-25 00:00:00 UTC,-27.48,153.04,27.5,15.2,27.7,0
Melbourne,86338,2019,10,25,2019-10-25 00:00:00 UTC,-37.83,144.98,21.6,16.8,10,0
Adelaide,23000,2019,10,24,2019-10-24 00:00:00 UTC,-34.92,138.6,36.6,20.3,26.7,0
Perth,9225,2019,10,24,2019-10-24 00:00:00 UTC,-31.96,115.79,20.4,12.9,27,2
Sydney,66214,2019,10,24,2019-10-24 00:00:00 UTC,-33.86,151.21,27.4,18.1,25.6,0
Brisbane,40913,2019,10,24,2019-10-24 00:00:00 UTC,-27.48,153.04,27.2,15.3,27.7,0
Melbourne,86338,2019,10,24,2019-10-24 00:00:00 UTC,-37.83,144.98,33.8,13,26.1,0.2
Adelaide,23000,2019,10,23,2019-10-23 00:00:00 UTC,-34.92,138.6,33.6,15.1,26.6,NaN
Perth,9225,2019,10,23,2019-10-23 00:00:00 UTC,-31.96,115.79,23.5,12.8,21.5,0
Sydney,66214,2019,10,23,2019-10-23 00:00:00 UTC,-33.86,151.21,25.6,15.2,26.2,0
Brisbane,40913,2019,10,23,2019-10-23 00:00:00 UTC,-27.48,153.04,26.6,16.2,26.8,0
Melbourne,86338,2019,10,23,2019-10-23 00:00:00 UTC,-37.83,144.98,27.9,8.2,26,0
Adelaide,23000,2019,10,22,2019-10-22 00:00:00 UTC,-34.92,138.6,NaN,10.9,26.4,0
Perth,9225,2019,10,22,2019-10-22 00:00:00 UTC,-31.96,115.79,25.6,13.1,26.6,0
Sydney,66214,2019,10,22,2019-10-22 00:00:00 UTC,-33.86,151.21,24.2,12.7,26.5,0
Brisbane,40913,2019,10,22,2019-10-22 00:00:00 UTC,-27.48,153.04,25,15.4,21.6,0
Melbourne,86338,2019,10,22,2019-10-22 00:00:00 UTC,-37.83,144.98,19.6,11.9,23.7,0
Adelaide,23000,2019,10,21,2019-10-21 00:00:00 UTC,-34.92,138.6,24.8,7.8,25.7,0
Perth,9225,2019,10,21,2019-10-21 00:00:00 UTC,-31.96,115.79,23.9,11.9,26,0
Sydney,66214,2019,10,21,2019-10-21 00:00:00 UTC,-33.86,151.21,24,11.6,26.2,0
Brisbane,40913,2019,10,21,2019-10-21 00:00:00 UTC,-27.48,153.04,25,18.1,25.2,0
Melbourne,86338,2019,10,21,2019-10-21 00:00:00 UTC,-37.83,144.98,17,11.5,19.6,0
Adelaide,23000,2019,10,20,2019-10-20 00:00:00 UTC,-34.92,138.6,18.3,6.8,25.2,0.2
Perth,9225,2019,10,20,2019-10-20 00:00:00 UTC,-31.96,115.79,23.9,15.9,21.1,0
Sydney,66214,2019,10,20,2019-10-20 00:00:00 UTC,-33.86,151.21,22.5,11.9,26.2,0
Brisbane,40913,2019,10,20,2019-10-20 00:00:00 UTC,-27.48,153.04,28.4,16.1,26.5,15.2
Melbourne,86338,2019,10,20,2019-10-20 00:00:00 UTC,-37.83,144.98,16.4,10,14.7,0.8
Adelaide,23000,2019,10,19,2019-10-19 00:00:00 UTC,-34.92,138.6,16.8,9.4,22.8,1
Perth,9225,2019,10,19,2019-10-19 00:00:00 UTC,-31.96,115.79,32.3,12.2,26.1,0
Sydney,66214,2019,10,19,2019-10-19 00:00:00 UTC,-33.86,151.21,28.4,14,22.1,0
Brisbane,40913,2019,10,19,2019-10-19 00:00:00 UTC,-27.48,153.04,26.3,18.1,13.4,0
Melbourne,86338,2019,10,19,2019-10-19 00:00:00 UTC,-37.83,144.98,15.3,9.4,15.8,0.8
Adelaide,23000,2019,10,18,2019-10-18 00:00:00 UTC,-34.92,138.6,20.6,7.5,22.6,0
Perth,9225,2019,10,18,2019-10-18 00:00:00 UTC,-31.96,115.79,25.4,9.9,25.8,0
Sydney,66214,2019,10,18,2019-10-18 00:00:00 UTC,-33.86,151.21,23.7,11.6,25.9,0
Brisbane,40913,2019,10,18,2019-10-18 00:00:00 UTC,-27.48,153.04,27.2,18.9,25.7,7
Melbourne,86338,2019,10,18,2019-10-18 00:00:00 UTC,-37.83,144.98,22.1,7.3,23.2,0.8
Adelaide,23000,2019,10,17,2019-10-17 00:00:00 UTC,-34.92,138.6,17.2,9.8,25.1,2.6
Perth,9225,2019,10,17,2019-10-17 00:00:00 UTC,-31.96,115.79,22.1,9.8,24.9,0
Sydney,66214,2019,10,17,2019-10-17 00:00:00 UTC,-33.86,151.21,28,17,25.2,0
Brisbane,40913,2019,10,17,2019-10-17 00:00:00 UTC,-27.48,153.04,30.6,19.4,25,0
Melbourne,86338,2019,10,17,2019-10-17 00:00:00 UTC,-37.83,144.98,15.2,9.5,9.6,4.4
Adelaide,23000,2019,10,16,2019-10-16 00:00:00 UTC,-34.92,138.6,17.7,12.6,21.4,5.8
Perth,9225,2019,10,16,2019-10-16 00:00:00 UTC,-31.96,115.79,21.2,6.8,24.8,0
Sydney,66214,2019,10,16,2019-10-16 00:00:00 UTC,-33.86,151.21,24.1,17.2,19.2,0
Brisbane,40913,2019,10,16,2019-10-16 00:00:00 UTC,-27.48,153.04,28.6,18.9,22,0
Melbourne,86338,2019,10,16,2019-10-16 00:00:00 UTC,-37.83,144.98,20.4,13.3,11.4,0
Adelaide,23000,2019,10,15,2019-10-15 00:00:00 UTC,-34.92,138.6,18.9,6.9,16.4,0
Perth,9225,2019,10,15,2019-10-15 00:00:00 UTC,-31.96,115.79,19.5,6.5,23.9,0
Sydney,66214,2019,10,15,2019-10-15 00:00:00 UTC,-33.86,151.21,25.1,15.1,24.5,0
Brisbane,40913,2019,10,15,2019-10-15 00:00:00 UTC,-27.48,153.04,27.2,18.2,21.4,1.2
Melbourne,86338,2019,10,15,2019-10-15 00:00:00 UTC,-37.83,144.98,18,13,20.6,0
Adelaide,23000,2019,10,14,2019-10-14 00:00:00 UTC,-34.92,138.6,19.1,13.1,20.9,3
Perth,9225,2019,10,14,2019-10-14 00:00:00 UTC,-31.96,115.79,20.8,14.1,23.5,0.8
Sydney,66214,2019,10,14,2019-10-14 00:00:00 UTC,-33.86,151.21,22.2,11.9,22,0
Brisbane,40913,2019,10,14,2019-10-14 00:00:00 UTC,-27.48,153.04,25.9,14.3,22.9,0
Melbourne,86338,2019,10,14,2019-10-14 00:00:00 UTC,-37.83,144.98,26.7,13.6,20.2,0.2
Adelaide,23000,2019,10,13,2019-10-13 00:00:00 UTC,-34.92,138.6,23.9,17.5,10.2,0
Perth,9225,2019,10,13,2019-10-13 00:00:00 UTC,-31.96,115.79,20.9,9,23.7,0
Sydney,66214,2019,10,13,2019-10-13 00:00:00 UTC,-33.86,151.21,20.5,11.1,17.9,3.4
Brisbane,40913,2019,10,13,2019-10-13 00:00:00 UTC,-27.48,153.04,25.3,12.9,21.8,1.8
Melbourne,86338,2019,10,13,2019-10-13 00:00:00 UTC,-37.83,144.98,23.1,9.4,19.6,0
Adelaide,23000,2019,10,12,2019-10-12 00:00:00 UTC,-34.92,138.6,25.6,10.3,24.4,0
Perth,9225,2019,10,12,2019-10-12 00:00:00 UTC,-31.96,115.79,21.2,13.5,24.4,3.2
Sydney,66214,2019,10,12,2019-10-12 00:00:00 UTC,-33.86,151.21,19.8,11.8,13.7,12
Brisbane,40913,2019,10,12,2019-10-12 00:00:00 UTC,-27.48,153.04,21.3,12.8,14.4,29.2
Melbourne,86338,2019,10,12,2019-10-12 00:00:00 UTC,-37.83,144.98,20.4,8.2,20.1,0
Adelaide,23000,2019,10,11,2019-10-11 00:00:00 UTC,-34.92,138.6,21.8,9.1,24.5,0
Perth,9225,2019,10,11,2019-10-11 00:00:00 UTC,-31.96,115.79,21.1,12.6,9.4,0
Sydney,66214,2019,10,11,2019-10-11 00:00:00 UTC,-33.86,151.21,19.3,11.8,16.2,0.6
Brisbane,40913,2019,10,11,2019-10-11 00:00:00 UTC,-27.48,153.04,23.7,14.4,16.8,0
Melbourne,86338,2019,10,11,2019-10-11 00:00:00 UTC,-37.83,144.98,18.9,9.5,17.5,0
Adelaide,23000,2019,10,10,2019-10-10 00:00:00 UTC,-34.92,138.6,21.5,6.4,24.3,0
Perth,9225,2019,10,10,2019-10-10 00:00:00 UTC,-31.96,115.79,23.9,12.6,23.7,0
Sydney,66214,2019,10,10,2019-10-10 00:00:00 UTC,-33.86,151.21,20.4,10.8,22.7,0.6
Brisbane,40913,2019,10,10,2019-10-10 00:00:00 UTC,-27.48,153.04,24.5,15.2,18.7,0
Melbourne,86338,2019,10,10,2019-10-10 00:00:00 UTC,-37.83,144.98,14.7,10.2,12.6,0.2
Adelaide,23000,2019,10,9,2019-10-09 00:00:00 UTC,-34.92,138.6,17.5,7.8,24.1,0
Perth,9225,2019,10,9,2019-10-09 00:00:00 UTC,-31.96,115.79,28.9,12.4,24.8,0
Sydney,66214,2019,10,9,2019-10-09 00:00:00 UTC,-33.86,151.21,19.3,10.4,23.2,1
Brisbane,40913,2019,10,9,2019-10-09 00:00:00 UTC,-27.48,153.04,26,18.6,21.5,0
Melbourne,86338,2019,10,9,2019-10-09 00:00:00 UTC,-37.83,144.98,15,8.5,19.3,5.8
Adelaide,23000,2019,10,8,2019-10-08 00:00:00 UTC,-34.92,138.6,16.8,8.5,18.7,1
Perth,9225,2019,10,8,2019-10-08 00:00:00 UTC,-31.96,115.79,30.8,12.8,23.8,0
Sydney,66214,2019,10,8,2019-10-08 00:00:00 UTC,-33.86,151.21,23.7,16.3,16.3,0
Brisbane,40913,2019,10,8,2019-10-08 00:00:00 UTC,-27.48,153.04,30.5,20.5,19.7,0
Melbourne,86338,2019,10,8,2019-10-08 00:00:00 UTC,-37.83,144.98,14.2,9.5,17,2.6
Adelaide,23000,2019,10,7,2019-10-07 00:00:00 UTC,-34.92,138.6,17,11.9,15.8,0.2
Perth,9225,2019,10,7,2019-10-07 00:00:00 UTC,-31.96,115.79,25.3,10.7,24.3,0
Sydney,66214,2019,10,7,2019-10-07 00:00:00 UTC,-33.86,151.21,23.4,16.4,18.7,0
Brisbane,40913,2019,10,7,2019-10-07 00:00:00 UTC,-27.48,153.04,30.8,16.1,25.2,0
Melbourne,86338,2019,10,7,2019-10-07 00:00:00 UTC,-37.83,144.98,16.4,11.6,15.1,0
Adelaide,23000,2019,10,6,2019-10-06 00:00:00 UTC,-34.92,138.6,17.3,15.8,8.5,0
Perth,9225,2019,10,6,2019-10-06 00:00:00 UTC,-31.96,115.79,21.3,11,20.5,0
Sydney,66214,2019,10,6,2019-10-06 00:00:00 UTC,-33.86,151.21,23.6,15.1,17.3,0.6
Brisbane,40913,2019,10,6,2019-10-06 00:00:00 UTC,-27.48,153.04,27.1,17,24.1,0
Melbourne,86338,2019,10,6,2019-10-06 00:00:00 UTC,-37.83,144.98,24.8,12.9,17.4,0
Adelaide,23000,2019,10,5,2019-10-05 00:00:00 UTC,-34.92,138.6,33.8,15.6,8.8,0
